name,pa,single,double,triple,home_run,strikeout,walk,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_total_caught_stealing,r_total_stolen_base,b_hit_ground,b_hit_fly,b_hit_line_drive,b_out_fly,b_out_ground,b_out_line_drive,b_out_popup,exit_velocity_avg,launch_angle_avg,barrel,barrel_batted_rate,hard_hit_percent,straightaway_percent,linedrives_percent,hp_to_1b,sprint_speed,Dir,ER,ZR,infield,outfield,Both
Casey Schmitt,277,32,15,0,5,65,13,0.206,0.324,0.255,0.579,1,2,12,14,25,40,69,18,15,88.1,15.1,13,6.7,34,36.1,22.2,4.5,28.0,R,0.125,0.969,TRUE,FALSE,FALSE
Adam Frazier,455,63,21,2,13,68,32,0.240,0.396,0.300,0.696,4,11,22,19,56,69,109,48,25,85.7,15.2,11,3.1,23.4,37.1,29.7,4.5,26.5,L,0.032258064516129,0.988,FALSE,FALSE,TRUE
Elvis Andrus,406,67,20,1,6,71,25,0.251,0.358,0.304,0.662,4,12,46,10,38,51,125,23,13,87.5,5.5,8,2.6,31,37.6,19.9,4.57,26.5,R,0.0759493670886076,0.970,TRUE,FALSE,FALSE
Lawrence Butler,129,18,4,0,4,35,4,0.211,0.341,0.240,0.581,0,0,8,6,11,23,30,2,8,88.3,16.2,8,9,37.1,37.1,14.6,4.4,27.4,L,0,1.000,FALSE,TRUE,FALSE
Christopher Morel,429,50,17,3,26,133,36,0.247,0.508,0.313,0.821,2,6,28,30,38,46,82,15,19,92.1,12.4,41,15.9,50,32.9,20.5,4.42,28.6,R,0.0441176470588235,0.977,FALSE,FALSE,TRUE
Dylan Moore,165,13,9,1,7,56,16,0.207,0.428,0.303,0.731,3,7,6,9,14,18,20,9,12,89,21.4,15,16.9,44.9,34.8,25.8,4.43,27.7,R,0.0666666666666667,0.959,FALSE,FALSE,TRUE
Nick Castellanos,671,102,37,2,29,185,36,0.272,0.476,0.311,0.787,2,11,51,41,76,88,136,32,20,88.9,14.4,46,10.3,43.2,30.6,24.4,4.52,27.2,R,0,1.000,FALSE,TRUE,FALSE
Mike Moustakas,386,60,15,0,12,95,23,0.247,0.392,0.293,0.685,0,0,28,12,47,65,63,17,32,89,18,15,5.7,37.9,34,24.5,4.8,25.2,L,0.0121580547112462,0.991,TRUE,FALSE,FALSE
Jarren Duran,362,54,34,2,8,90,24,0.295,0.482,0.346,0.828,2,24,30,18,49,42,72,21,10,89.9,10.7,13,5.3,46.3,36.5,29.1,4.15,29.5,L,0.00595238095238095,0.994,FALSE,TRUE,FALSE
Josh Lowe,501,81,33,2,20,124,31,0.292,0.500,0.335,0.835,3,32,39,31,66,70,96,21,21,89.1,14.3,38,11,39.7,41.7,25.5,4.23,28.7,L,0.0108108108108108,0.990,FALSE,TRUE,FALSE
Teoscar Hernandez,678,104,29,2,26,211,38,0.258,0.435,0.305,0.740,2,7,56,30,75,83,124,29,23,91.3,12.3,58,13.8,49.4,37.5,24.9,4.33,28.6,R,0,1.000,TRUE,FALSE,FALSE
Alec Burleson,347,48,20,1,8,45,23,0.244,0.390,0.300,0.690,1,3,27,12,38,54,92,35,13,89.9,12.4,16,5.9,41,35.2,27.5,4.6,25.6,L,0,1.000,FALSE,FALSE,TRUE
Tom Murphy,159,22,12,0,8,44,10,0.290,0.538,0.335,0.873,0,0,16,10,16,19,31,9,2,89.5,13.7,15,14.6,44.7,31.1,24.3,4.76,26.0,R,0.00859598853868195,0.992,TRUE,FALSE,FALSE
Anthony Rizzo,421,65,14,0,12,97,35,0.244,0.378,0.328,0.706,3,0,19,20,52,65,75,26,19,90,17.8,19,6.9,37.5,38.3,28.5,4.77,24.7,L,0.00609756097560976,0.995,TRUE,FALSE,FALSE
Zack Short,253,29,9,0,7,66,28,0.204,0.339,0.292,0.631,0,5,14,12,19,37,45,10,22,87.6,21.2,14,8.8,33.5,32.7,18.2,4.37,28.1,R,0.0792079207920792,0.970,FALSE,FALSE,TRUE
Edmundo Sosa,300,43,15,2,10,74,8,0.251,0.427,0.293,0.720,2,4,20,15,34,34,70,16,18,86.8,13.8,14,6.7,32.2,33.2,24.5,4.37,29.2,R,0.130952380952381,0.958,FALSE,FALSE,TRUE
Andy Ibanez,383,58,23,2,11,69,24,0.264,0.433,0.312,0.745,0,1,38,16,40,61,90,23,21,89.1,12.9,26,9,42.9,39.4,21.8,4.43,27.2,R,0.0833333333333333,0.974,TRUE,FALSE,FALSE
Akil Baddoo,357,43,13,1,11,89,42,0.218,0.372,0.310,0.682,3,14,26,13,29,47,80,14,16,88.1,10.8,14,6.2,36.8,34.1,19.5,4.09,29.0,L,0.0112994350282486,0.989,FALSE,TRUE,FALSE
Victor Robles,126,26,5,1,0,18,11,0.299,0.364,0.385,0.749,1,8,16,3,13,15,35,5,6,86.7,9.9,2,2.2,30.1,34.4,19.4,4.43,28.0,R,,0,TRUE,FALSE,FALSE
Ty France,665,103,32,0,12,117,43,0.250,0.366,0.337,0.703,0,1,45,22,80,87,152,45,39,87.5,13.7,32,6.8,38.6,38.6,26.5,4.87,25.0,R,0.000904159132007233,0.999,TRUE,FALSE,FALSE
Jorge Soler,580,66,24,0,36,141,66,0.250,0.512,0.341,0.853,0,1,25,40,61,76,108,25,30,91.3,17.8,55,15,48,35.7,24,4.76,26.6,R,0,1.000,FALSE,TRUE,FALSE
C.J. Cron,278,40,12,0,12,65,17,0.248,0.434,0.295,0.729,0,0,17,17,30,33,67,12,16,87.7,12.8,27,13.8,40,34.9,23.1,4.81,25.0,R,0.0108932461873638,0.990,TRUE,FALSE,FALSE
Luis Urias,177,19,6,0,3,41,21,0.194,0.299,0.337,0.636,0,0,12,7,8,24,36,6,9,84.9,14.7,6,5.8,30.1,31.1,13.6,4.69,26.0,R,0,1.000,FALSE,FALSE,TRUE
Mark Canha,507,77,25,1,11,79,49,0.262,0.400,0.355,0.755,1,11,43,20,51,72,116,27,32,87.9,13.1,17,4.7,36.7,35.9,21.8,4.44,27.8,R,0.00823045267489712,0.992,FALSE,FALSE,TRUE
Charlie Blackmon,413,63,24,5,8,55,39,0.279,0.440,0.363,0.803,1,4,25,15,60,64,87,23,31,86.4,18.1,15,4.9,31.5,32.8,27.9,4.4,27.6,L,0.0178571428571429,0.983,FALSE,TRUE,FALSE
Maikel Garcia,515,98,20,4,4,115,38,0.272,0.358,0.323,0.681,7,23,52,9,65,57,122,38,15,91.8,6.1,14,3.9,50.6,42.8,29.2,4.44,28.2,R,,1.000,TRUE,FALSE,FALSE
Pavin Smith,228,24,5,0,7,45,35,0.188,0.325,0.317,0.642,1,1,15,8,13,31,49,18,11,89.9,13.8,11,7.5,41.8,46.6,21.9,4.62,26.2,L,0,1.000,FALSE,FALSE,TRUE
Luis Matos,253,41,13,1,2,33,20,0.250,0.342,0.319,0.661,0,3,18,9,30,37,72,26,5,87.1,6.3,4,2,31,45.2,28.4,4.43,27.7,R,0.0263157894736842,0.975,FALSE,TRUE,FALSE
Esteury Ruiz,497,84,24,1,5,99,20,0.254,0.345,0.309,0.654,13,67,47,20,46,52,133,30,26,82.7,9.9,9,2.5,20,33.8,21.4,4.34,29.6,R,0.0272108843537415,0.974,FALSE,TRUE,FALSE
Eric Haase,293,42,8,1,4,81,17,0.201,0.281,0.247,0.528,1,4,16,6,32,38,68,16,18,87.1,13.4,9,4.6,35.9,37.4,24.6,4.53,28.0,R,0.00790513833992095,0.992,FALSE,FALSE,TRUE
Sam Haggerty,108,18,3,1,1,17,15,0.253,0.341,0.364,0.705,1,10,9,3,11,13,24,10,5,85.9,12.1,1,1.3,26.7,28,28,4.29,29.2,S,0.0208333333333333,0.984,FALSE,FALSE,TRUE
Lane Thomas,682,101,36,3,28,176,36,0.268,0.468,0.315,0.783,5,20,53,33,81,75,146,35,32,88.5,10.8,44,9.6,40.7,33.3,25.9,4.39,29.3,R,0.0149700598802395,0.986,FALSE,FALSE,TRUE
Mike Trout,362,48,14,1,18,104,45,0.263,0.490,0.367,0.857,0,2,21,25,33,41,48,20,15,91.9,19.3,33,16,51.9,30.1,26.2,4.32,29.5,R,0,1.000,FALSE,TRUE,FALSE
Alan Trejo,227,33,11,0,4,51,16,0.232,0.343,0.288,0.631,1,5,15,8,25,32,52,17,9,85.5,14.6,7,4.4,22.6,30.8,27,4.7,26.4,R,0.0659340659340659,0.977,TRUE,FALSE,FALSE
AJ Pollock,144,13,4,0,5,32,9,0.165,0.308,0.215,0.523,1,0,10,4,8,26,40,4,10,89.4,13,7,6.8,41.7,35,12.6,4.34,28.8,R,0,1.000,FALSE,TRUE,FALSE
Omar Narvaez,146,20,5,0,2,27,14,0.211,0.297,0.283,0.580,0,0,6,6,15,36,22,11,7,86,21,8,7.6,29.5,42.9,26.7,0,24.4,L,,1.000,TRUE,FALSE,FALSE
Shohei Ohtani,599,73,26,8,44,143,91,0.304,0.654,0.412,1.066,6,20,49,46,56,62,103,25,16,94.4,13.2,70,19.6,54.2,37.8,22.7,4.16,27.8,L,0.0666666666666667,0.958,TRUE,FALSE,FALSE
Mickey Moniak,323,50,21,2,14,113,9,0.280,0.495,0.307,0.802,3,6,21,23,42,39,43,14,15,89,19.7,25,12.6,39.2,34.3,28.3,4.32,28.6,L,0.0238095238095238,0.977,FALSE,TRUE,FALSE
Jason Heyward,377,52,23,0,15,64,34,0.269,0.473,0.340,0.813,2,2,26,17,46,42,87,19,32,87.7,15.4,22,8.1,37.4,34.4,24.9,4.45,27.1,L,0.0253807106598985,0.976,FALSE,FALSE,TRUE
Jared Triolo,209,42,9,0,3,63,24,0.298,0.398,0.388,0.786,1,6,15,8,30,20,33,9,3,86.6,10.6,7,5.9,33.6,32.8,32.8,4.37,28.4,R,0.0280373831775701,0.987,TRUE,FALSE,FALSE
Francisco Alvarez,423,43,12,0,25,110,34,0.209,0.437,0.284,0.721,0,2,20,30,30,57,100,12,23,90.1,12.5,35,12.8,45.1,40.7,15.8,4.57,26.4,R,0,1.000,FALSE,TRUE,FALSE
Wil Myers,141,18,3,0,3,48,12,0.189,0.283,0.257,0.540,1,2,7,4,13,12,34,3,8,87.6,11,5,6.2,29.6,33.3,19.8,4.57,28.0,R,0.0103092783505155,0.991,FALSE,FALSE,TRUE
Miguel Andujar,90,10,7,0,4,13,6,0.250,0.476,0.300,0.776,0,2,4,5,12,13,31,2,4,89.2,5.3,5,7,42.3,33.8,19.7,4.5,27.7,R,0.0141843971631206,0.987,TRUE,FALSE,FALSE
Trey Mancini,263,39,12,0,4,78,21,0.234,0.336,0.299,0.635,0,0,15,14,26,20,60,12,11,88.9,12.3,6,3.8,40.6,37.5,24.4,4.87,25.4,R,0.00649350649350649,0.994,FALSE,FALSE,TRUE
Enrique Hernandez,508,76,23,0,11,97,34,0.237,0.357,0.289,0.646,1,4,35,17,58,88,105,32,38,87.8,17,17,4.5,33.7,38.2,24.3,4.59,26.9,R,0.12962962962963,0.959,TRUE,FALSE,FALSE
Carlos Santana,619,75,33,1,23,104,65,0.240,0.429,0.318,0.747,0,6,36,32,63,77,159,37,45,88.8,12.8,30,6.7,36.4,32.2,22.2,4.59,25.9,S,0.00824742268041237,0.993,TRUE,FALSE,FALSE
Austin Riley,715,107,32,3,37,172,59,0.281,0.516,0.345,0.861,1,3,60,46,72,90,135,39,29,92.3,13.5,66,13.9,49.2,37.9,23.8,4.5,28.1,R,0.115789473684211,0.972,TRUE,FALSE,FALSE
Davis Schneider,141,11,12,1,8,43,21,0.276,0.603,0.404,1.007,0,1,3,13,16,15,12,6,8,89.5,26,13,17.8,38.4,27.4,30.1,4.47,27.4,R,0.032258064516129,0.988,FALSE,FALSE,TRUE
Jose Barrero,149,19,8,0,2,44,15,0.218,0.323,0.295,0.618,2,3,10,5,14,21,25,7,8,87.5,17.2,3,3.3,35.6,34.4,23.3,4.53,27.5,R,0,1.000,FALSE,TRUE,FALSE
Wilmer Flores,454,70,22,0,23,63,41,0.284,0.509,0.355,0.864,0,0,26,35,53,68,84,26,50,86.4,22,27,7.8,32.5,29,23.5,4.9,24.4,R,0.0214285714285714,0.982,TRUE,FALSE,FALSE
Manuel Margot,336,56,21,1,4,55,18,0.264,0.376,0.310,0.686,3,9,36,6,40,48,86,23,20,87.9,10.5,10,3.9,37.8,33.6,24.3,4.31,28.3,R,0.0176470588235294,0.983,FALSE,TRUE,FALSE
Yordan Alvarez,496,64,24,1,31,92,69,0.293,0.583,0.407,0.990,0,0,31,39,50,76,85,22,19,93.3,17.1,58,18,52.2,32.3,22.4,4.58,26.3,L,0,1.000,TRUE,FALSE,FALSE
David Fry,113,14,6,0,4,30,8,0.238,0.416,0.319,0.735,0,2,5,9,10,12,21,9,5,89.5,16.5,9,12.7,39.4,32.4,26.8,4.65,27.0,R,0.0168539325842697,0.984,FALSE,FALSE,TRUE
Danny Jansen,301,29,15,0,17,62,23,0.228,0.474,0.312,0.786,0,0,15,22,24,52,55,14,24,88.3,19.7,22,10.7,37.4,28.6,18.4,4.57,27.1,R,0.00995024875621891,0.990,TRUE,FALSE,FALSE
Masyn Winn,137,17,2,0,2,26,10,0.172,0.238,0.230,0.468,1,2,9,2,10,23,39,5,11,86,12.8,2,2,36.6,33.7,16.8,4.24,29.2,R,0.0555555555555556,0.980,TRUE,FALSE,FALSE
Garrett Cooper,457,70,18,1,17,132,31,0.251,0.419,0.304,0.723,0,0,28,24,54,50,97,27,11,89,13.3,30,10.3,41.1,40.4,28.1,4.64,26.3,R,0.00505050505050505,0.995,TRUE,FALSE,FALSE
Carson Kelly,151,21,5,0,2,40,14,0.206,0.287,0.278,0.565,0,1,9,2,17,23,32,4,9,86.8,15.6,2,2.1,33,39.2,22.7,4.79,25.7,R,0,1.000,TRUE,FALSE,FALSE
Jack Suwinski,534,51,21,2,26,172,75,0.224,0.454,0.339,0.793,2,13,20,35,45,67,59,18,35,90.5,22.4,44,15.7,43.4,36.7,23.1,4.28,28.6,L,0.00336700336700337,0.997,FALSE,TRUE,FALSE
Cade Marlowe,100,13,3,2,3,33,12,0.239,0.420,0.330,0.750,2,4,5,7,9,20,11,1,2,86.6,20.8,4,7.3,30.9,43.6,18.2,0,28.9,L,0,1.000,FALSE,TRUE,FALSE
Oswald Peraza,191,23,8,0,2,50,13,0.191,0.272,0.267,0.539,3,4,15,3,15,20,47,11,12,87.2,9.8,5,4.1,28.5,39,21.1,4.39,28.7,R,0.0833333333333333,0.973,TRUE,FALSE,FALSE
Ezequiel Tovar,615,91,37,4,15,166,25,0.253,0.408,0.287,0.695,5,11,42,34,71,77,139,37,16,88,12.6,34,8.1,36.2,39.5,26.2,4.38,28.1,R,0.0391061452513966,0.988,TRUE,FALSE,FALSE
Bo Naylor,230,23,13,0,11,53,30,0.237,0.470,0.339,0.809,0,5,11,10,25,31,35,15,18,87.7,21,12,8.2,30.8,34.2,27.4,4.34,27.4,L,0.00823045267489712,0.992,TRUE,FALSE,FALSE
Yandy Diaz,600,116,35,0,22,94,65,0.330,0.522,0.410,0.932,1,0,75,23,75,67,151,28,14,93.4,5.7,41,9.5,54,44.3,23.8,4.61,26.6,R,0.00760456273764259,0.993,TRUE,FALSE,FALSE
Max Muncy,579,48,17,1,36,153,85,0.212,0.475,0.333,0.808,2,1,18,45,39,84,94,22,31,91.2,21.7,49,14.6,46.6,30.7,18.5,4.51,26.9,L,0.253968253968254,0.944,TRUE,FALSE,FALSE
Hanser Alberto,90,10,5,0,3,13,4,0.220,0.390,0.261,0.651,0,0,0,5,13,16,28,6,4,84.3,15.5,3,4.2,22.2,30.6,26.4,4.79,25.2,R,0.102564102564103,0.953,TRUE,FALSE,FALSE
Chris Taylor,384,49,15,1,15,125,41,0.237,0.420,0.326,0.746,3,16,15,26,39,59,53,10,12,86.2,21.5,21,9.8,37.4,27.6,22.9,4.34,28.3,R,0.0390625,0.979,FALSE,FALSE,TRUE
Luke Maile,199,26,10,0,6,49,14,0.235,0.391,0.308,0.699,1,2,10,15,17,22,47,11,8,87.7,14.7,14,10.7,33.6,38.9,21.4,4.67,26.0,R,0.00934579439252336,0.991,TRUE,FALSE,FALSE
Ryan McKenna,139,22,7,0,2,40,9,0.254,0.361,0.316,0.677,0,5,15,3,13,21,25,6,4,91,13,6,6.9,40.2,39.1,21.8,4.24,28.7,R,0.0104166666666667,0.990,FALSE,FALSE,TRUE
Jose Altuve,410,72,21,2,17,71,44,0.311,0.522,0.393,0.915,2,14,47,25,39,38,96,20,24,86,11.4,24,8.3,31.4,38.3,20.3,4.32,26.9,R,0.00491642084562439,0.995,TRUE,FALSE,FALSE
Gleyber Torres,672,108,28,2,25,98,67,0.273,0.453,0.347,0.800,6,13,51,30,82,124,146,42,28,89.7,15.1,40,7.9,40.3,39.3,24.8,4.61,26.4,R,0.0641025641025641,0.975,TRUE,FALSE,FALSE
Austin Barnes,200,25,5,0,2,43,17,0.180,0.242,0.256,0.498,1,2,11,3,18,27,60,8,10,84.8,6.1,4,2.9,25.4,40.6,19.6,4.68,26.5,R,0.00650759219088937,0.994,TRUE,FALSE,FALSE
Michael Chavis,96,17,3,0,2,33,5,0.242,0.341,0.281,0.622,0,1,9,3,10,6,22,6,2,84.5,8.9,1,1.7,31,22.4,27.6,4.41,28.7,R,0,1.000,FALSE,FALSE,TRUE
Matt Carpenter,237,16,12,0,5,67,41,0.176,0.319,0.322,0.641,0,1,6,10,17,41,29,5,16,87,24.4,14,11.1,31,28.6,19,4.63,25.3,L,0,1.000,TRUE,FALSE,FALSE
Jahmai Jones,11,1,1,0,0,5,1,0.200,0.300,0.273,0.573,0,1,1,0,1,2,1,0,0,98.7,21.2,1,20,80,20,20,0,0,R,,1.000,TRUE,FALSE,FALSE
Ehire Adrianza,11,0,0,0,0,4,1,0.000,0.000,0.091,0.091,0,0,0,0,0,2,4,0,0,84,11.2,0,0,33.3,33.3,0,0,0,S,0.5,0.800,TRUE,FALSE,FALSE
Cole Tucker,10,4,0,0,0,2,1,0.500,0.500,0.600,1.100,0,0,2,0,2,1,1,0,0,87,-4.2,0,0,16.7,66.7,33.3,0,28.3,S,0.333333333333333,0.750,FALSE,TRUE,FALSE
Eli White,17,1,0,0,0,7,2,0.071,0.071,0.235,0.306,0,0,0,0,1,2,2,2,0,90,8.9,0,0,42.9,57.1,42.9,0,0,R,0,1.000,FALSE,TRUE,FALSE
Livan Soto,12,2,0,0,0,2,3,0.222,0.222,0.417,0.639,0,0,0,0,2,2,1,1,1,86,25.5,0,0,28.6,28.6,42.9,0,0,L,0.25,0.929,TRUE,FALSE,FALSE
Irving Lopez,12,0,0,0,0,5,0,0.000,0.000,0.000,0.000,0,0,0,0,0,4,3,0,0,83.2,10.9,0,0,14.3,28.6,0,0,0,L,0.5,0.875,TRUE,FALSE,FALSE
Cal Stevenson,12,0,0,0,0,2,3,0.000,0.000,0.250,0.250,0,0,0,0,0,0,4,1,2,84.4,15.1,0,0,14.3,14.3,14.3,0,26.2,L,0,1.000,FALSE,TRUE,FALSE
Abraham Almonte,16,0,1,0,0,8,1,0.067,0.133,0.125,0.258,0,0,0,0,1,1,5,0,0,91,3.9,1,14.3,71.4,42.9,14.3,0,26.5,S,0,1.000,FALSE,TRUE,FALSE
Taylor Kohlwey,13,2,0,0,0,5,0,0.154,0.154,0.154,0.308,0,0,1,0,1,3,2,0,1,77.4,17,0,0,12.5,25,12.5,0,0,L,0,1.000,FALSE,TRUE,FALSE
Chadwick Tromp,16,1,1,0,0,7,0,0.125,0.188,0.125,0.313,0,0,0,0,2,3,2,1,1,90.4,21.7,0,0,22.2,44.4,33.3,0,0,R,0,1.000,TRUE,FALSE,FALSE
Anthony Bemboom,13,2,0,0,0,2,2,0.182,0.182,0.308,0.490,0,0,1,1,0,3,3,0,1,79.9,18.3,0,0,11.1,44.4,0,0,25.8,L,0,1.000,TRUE,FALSE,FALSE
Forrest Wall,15,3,2,0,1,4,2,0.462,0.846,0.533,1.379,1,5,4,1,1,0,1,0,2,82.1,16.4,0,0,22.2,22.2,11.1,0,28.2,L,0,1.000,FALSE,TRUE,FALSE
Alexander Canario,17,2,1,1,1,8,0,0.294,0.647,0.294,0.941,0,0,0,2,3,0,3,0,1,89.6,20.9,0,0,66.7,55.6,33.3,0,25.8,R,0,1.000,FALSE,TRUE,FALSE
Pete Crow-Armstrong,19,0,0,0,0,7,3,0.000,0.000,0.176,0.176,2,2,0,0,0,3,5,0,1,87.4,25.9,1,11.1,22.2,44.4,0,0,29.9,L,0,1.000,FALSE,TRUE,FALSE
Roberto Perez,17,2,0,0,0,6,2,0.133,0.133,0.235,0.368,0,0,0,0,2,1,5,1,0,90.1,2.2,0,0,33.3,22.2,33.3,0,0,R,,1.000,TRUE,FALSE,FALSE
Manny Pina,12,2,0,0,1,3,0,0.250,0.500,0.250,0.750,0,0,1,1,1,1,4,1,0,85.1,0.9,0,0,22.2,11.1,22.2,0,24.0,R,0.0843373493975904,0.975,TRUE,FALSE,FALSE
Weston Wilson,22,4,0,0,1,5,6,0.313,0.500,0.500,1.000,1,3,3,1,1,2,4,0,0,84.6,6.1,1,9.1,36.4,18.2,9.1,0,27.2,R,0.142857142857143,0.889,FALSE,FALSE,TRUE
Ryan Kreidler,18,2,0,0,0,7,0,0.111,0.111,0.111,0.222,0,0,0,0,2,2,5,1,1,87.3,13.8,0,0,27.3,18.2,27.3,0,27.8,R,0,1.000,TRUE,FALSE,FALSE
Cesar Salazar,19,2,0,0,0,6,1,0.111,0.111,0.158,0.269,0,0,0,0,2,5,4,0,1,85.9,17.1,0,0,8.3,25,16.7,0,0,L,0.0117647058823529,0.989,FALSE,TRUE,FALSE
Luke Williams,19,1,0,0,0,7,0,0.053,0.053,0.053,0.106,0,4,1,0,0,5,4,1,1,83.2,14.8,0,0,16.7,25,8.3,0,27.4,R,0,1.000,FALSE,FALSE,TRUE
Edwin Rios,34,0,1,0,1,16,5,0.071,0.214,0.235,0.449,0,0,0,1,1,3,3,4,0,89.5,20.9,1,8.3,33.3,58.3,41.7,0,0,L,0.0340909090909091,0.968,FALSE,TRUE,FALSE
Brian O'Keefe,21,0,2,0,0,7,2,0.105,0.211,0.190,0.401,0,0,1,0,1,3,3,1,3,93.6,31.6,0,0,50,33.3,16.7,0,0,R,0,1.000,TRUE,FALSE,FALSE
Abraham Toro,21,6,0,0,2,5,2,0.444,0.778,0.524,1.302,0,0,1,2,5,1,4,0,0,86.6,11.1,2,15.4,30.8,23.1,38.5,0,26.9,S,0.0909090909090909,0.941,TRUE,FALSE,FALSE
Brian Serven,23,2,1,0,0,10,0,0.130,0.174,0.130,0.304,0,0,1,0,2,5,3,1,1,86.5,19,0,0,30.8,23.1,23.1,0,25.1,R,0.0338983050847458,0.969,TRUE,FALSE,FALSE
Chris Owings,25,4,0,0,0,12,0,0.160,0.160,0.160,0.320,0,0,2,1,0,2,4,0,2,88.9,20.1,0,0,46.2,46.2,7.7,0,26.8,R,0,1.000,FALSE,FALSE,TRUE
Ben Gamel,15,2,1,0,0,2,0,0.200,0.267,0.200,0.467,0,0,1,0,2,4,6,0,0,92.7,5.5,1,7.7,46.2,46.2,15.4,0,27.6,L,0.285714285714286,0.778,FALSE,TRUE,FALSE
Johan Camargo,20,4,0,0,0,4,1,0.222,0.222,0.300,0.522,0,0,1,1,2,1,7,2,0,90,1.1,0,0,50,35.7,28.6,0,24.2,S,0,1.000,TRUE,FALSE,FALSE
Vinny Capra,21,2,1,0,0,5,2,0.167,0.222,0.250,0.472,0,0,2,0,1,1,7,1,2,78.9,10.1,0,0,21.4,28.6,14.3,0,27.7,R,0.125,0.955,TRUE,FALSE,FALSE
Juniel Querecuto,21,1,1,0,0,6,1,0.100,0.150,0.143,0.293,0,0,1,1,0,1,7,3,1,83.8,13.1,1,7.1,14.3,42.9,21.4,0,26.8,S,0.0769230769230769,0.968,TRUE,FALSE,FALSE
Cooper Hummel,26,1,1,0,0,9,2,0.087,0.130,0.192,0.322,0,1,0,1,1,1,9,1,1,92.3,7.2,0,0,50,7.1,14.3,0,27.2,S,0,1.000,FALSE,TRUE,FALSE
Greg Allen,28,2,1,1,1,10,2,0.217,0.478,0.333,0.811,1,3,1,2,2,4,5,0,0,88.3,20.7,0,0,14.3,14.3,14.3,0,27.0,S,0,1.000,FALSE,TRUE,FALSE
Peyton Burdick,37,3,2,0,1,18,3,0.182,0.333,0.270,0.603,0,1,3,1,2,5,3,0,1,93.9,17.3,2,13.3,60,26.7,13.3,0,27.8,R,0,1.000,FALSE,TRUE,FALSE
Isan Diaz,26,1,0,0,0,9,2,0.042,0.042,0.115,0.157,0,0,1,0,0,5,6,2,1,90.2,17.1,0,0,33.3,33.3,13.3,0,22.0,L,1,0.667,TRUE,FALSE,FALSE
Josh Lester,23,4,0,0,0,7,1,0.182,0.182,0.217,0.399,0,0,2,0,2,1,9,1,0,85.9,-1.6,0,0,20,40,20,0,25.9,L,0,1.000,FALSE,FALSE,TRUE
Drew Ellis,29,3,0,0,2,7,6,0.217,0.478,0.379,0.857,1,0,2,2,1,4,4,2,1,90.7,20.2,3,18.8,37.5,12.5,18.8,0,27.2,R,0,1.000,TRUE,FALSE,FALSE
Tommy La Stella,24,3,1,0,0,5,3,0.190,0.238,0.292,0.530,0,0,1,1,2,3,5,2,2,86.6,19.2,0,0,12.5,31.3,25,0,24.1,L,0.166666666666667,0.875,TRUE,FALSE,FALSE
Yonny Hernandez,27,2,1,0,0,8,2,0.136,0.182,0.231,0.413,0,0,2,0,1,4,6,0,1,86.8,12.3,0,0,6.3,37.5,18.8,0,25.6,S,0,1.000,TRUE,FALSE,FALSE
Kyle Garlick,30,2,1,0,2,11,2,0.179,0.429,0.233,0.662,0,0,1,2,2,5,6,0,1,92.1,17.2,5,29.4,58.8,58.8,11.8,0,26.1,R,0,1.000,FALSE,TRUE,FALSE
Dalton Guthrie,28,3,1,0,0,7,3,0.167,0.208,0.286,0.494,0,0,0,1,3,6,3,1,3,85.5,25.5,0,0,29.4,35.3,23.5,0,28.6,R,0,1.000,FALSE,FALSE,TRUE
Canaan Smith-Njigba,37,2,1,1,0,16,4,0.125,0.219,0.216,0.435,0,1,1,2,1,0,10,1,1,87,0.2,2,11.8,41.2,29.4,17.6,0,26.4,L,0,1.000,FALSE,TRUE,FALSE
Jose Tena,34,5,2,0,0,13,3,0.226,0.290,0.294,0.584,0,0,2,2,3,4,5,2,0,88.5,13.3,1,5.6,27.8,33.3,27.8,0,26.8,L,0,1.000,TRUE,FALSE,FALSE
Austin Meadows,21,4,1,0,0,3,0,0.238,0.286,0.238,0.524,0,0,2,0,3,4,6,0,3,90.5,16.7,0,0,50,38.9,16.7,0,26.0,L,0,1.000,FALSE,TRUE,FALSE
Nathan Lukes,31,3,1,1,0,9,4,0.192,0.308,0.290,0.598,0,0,1,1,3,6,4,3,0,86.5,13,0,0,38.9,44.4,33.3,0,27.4,L,0,1.000,FALSE,TRUE,FALSE
Kyle Stowers,33,2,0,0,0,12,3,0.067,0.067,0.152,0.219,0,0,0,1,1,2,10,0,4,87.5,17.2,0,0,22.2,33.3,5.6,0,25.8,L,0.0555555555555556,0.950,FALSE,TRUE,FALSE
Buddy Kennedy,29,3,1,0,0,6,4,0.167,0.208,0.310,0.518,0,0,2,0,2,5,5,3,1,84.8,15.3,0,0,22.2,33.3,27.8,0,29.3,R,0,1.000,TRUE,FALSE,FALSE
Luis Torrens,30,4,3,0,0,9,1,0.250,0.357,0.300,0.657,0,0,2,1,4,3,3,4,2,86.9,22.8,0,0,36.8,42.1,42.1,0,26.3,R,0,1.000,FALSE,FALSE,TRUE
Bligh Madris,30,3,1,0,0,7,4,0.154,0.192,0.267,0.459,0,0,0,0,4,5,7,1,2,85.5,19.2,1,5.3,26.3,26.3,26.3,0,26.1,L,0.0526315789473684,0.950,FALSE,FALSE,TRUE
