Name,PA,1B,2B,3B,HR,BB,SO,SB,CS,Dir
Charlis Aquino,244,43,5,0,2,22,71,11,6,
Andres Sosa,254,34,14,0,2,26,51,3,2,
Arol Vera,551,93,17,2,5,35,138,12,5,
Cory Acton,276,45,6,0,3,43,74,24,8,
Cole Moore,228,28,12,1,4,34,62,2,1,
Cole Stilwell,51,5,3,0,1,13,8,0,0,
Yahil Melendez,39,6,2,1,0,1,16,0,0,
Korey Holland,326,39,17,4,7,37,105,12,3,
Tyler Hardman,331,30,9,2,26,40,110,9,3,R
Channy Ortiz,273,45,7,4,2,22,54,6,3,
Kevin Villavicencio,387,68,11,3,2,26,70,23,7,
D'Andre Smith,253,34,15,1,3,21,76,8,1,
Adam Engel,376,42,17,2,14,53,116,22,2,
Andy Weber,433,63,19,1,5,50,90,4,1,
Kyle Manzardo,415,38,27,1,17,55,80,1,1,L
Luis Verdugo,308,37,21,0,7,27,64,4,1,
Juan Flores,197,26,7,0,6,15,25,6,1,
Brock Vradenburg,133,22,3,0,1,22,37,3,1,L
Yordys Valdes,317,50,15,1,3,19,82,16,2,
Chris Williams,376,37,13,2,21,51,122,3,0,
Kenny Piper,365,34,17,2,20,37,93,3,1,
Claudio Finol,151,22,5,0,3,16,37,4,3,
Tyler Reichenborn,153,18,5,1,6,20,34,3,3,
Nelson Aranguren,144,19,7,2,2,11,41,0,0,
Carlos Tirado,157,20,7,1,2,26,42,1,1,
Davis Wendzel,547,58,19,0,30,77,129,3,3,R
Victor Planchart,164,24,9,0,1,18,36,2,1,
Joseph Sequera,83,12,4,0,1,7,33,1,0,
Yolmer Sanchez,481,64,15,2,8,89,106,4,3,
Zavier Warren,429,57,15,2,15,45,86,6,3,S
Wilmer Perez,181,27,10,0,1,10,32,3,0,
Antonio Gomez,354,54,18,1,3,21,112,1,1,R
Juanfel Peguero,187,31,6,1,0,22,33,15,4,
Oswaldo Linares,258,33,9,0,4,55,65,2,0,
Ismael Mena,226,38,5,4,3,12,54,13,5,
Kade Kern,121,17,4,1,3,14,33,11,4,
Warming Bernabel,358,52,18,1,8,16,74,2,0,R
Luis Mieses,485,72,26,1,9,14,113,1,0,L
Jake Vogel,421,61,22,1,3,35,109,28,2,
Alessander De La Cruz,142,15,9,0,5,17,48,3,0,
Johan Macias,324,52,9,3,2,27,65,4,1,
Marcelo Mayer,354,40,19,2,13,32,86,9,5,L
Brewer Hicklen,286,27,17,3,10,36,70,21,3,
Miguel Pabon,313,49,14,1,1,27,70,3,1,
Ricardo Rosario,327,50,6,2,7,38,63,29,3,
Bligh Madris,456,58,10,6,15,67,115,12,6,
Brandon Lowe,20,2,2,0,0,3,6,0,0,
Alexander Campos,99,15,4,0,1,10,24,0,0,
Daneurys De La Cruz,77,7,5,1,3,7,28,2,1,
Max Burt,367,51,11,2,12,34,98,21,5,
Jesus Parra,164,21,12,1,2,7,56,1,1,
Christian Koss,296,42,16,2,4,16,65,15,3,
Stephen Scott,403,43,16,2,19,59,85,6,2,L
Aeverson Arteaga,546,67,29,3,17,40,132,8,2,R
Jhon Diaz,392,49,19,6,6,42,102,14,10,
Yhoswar Garcia,151,23,7,1,1,9,26,11,3,
Roylems Rangel,20,3,1,0,0,2,6,0,0,
Tony Blanco,157,20,7,0,5,17,59,0,1,R
Reggie Crawford,19,1,2,0,1,0,5,0,0,L
Yannic Walther,132,19,4,0,1,26,37,0,1,
Eikel Joaquin,137,19,7,1,1,18,28,5,2,
Esterling Rodriguez,97,13,6,1,0,10,16,5,2,
Orlando Pacheco,48,5,3,0,0,10,8,2,1,
Wyatt Crenshaw,61,8,3,0,1,8,16,6,1,
Tommy Hawke,21,3,1,0,0,4,6,2,1,
Andy Yerzy,62,5,3,0,4,10,12,1,0,
Jax Biggers,459,64,12,3,12,62,106,14,6,
Matthew Batten,413,50,20,1,12,55,99,27,4,
Zach Remillard,276,38,11,1,5,34,50,16,1,
Tristan Gray,525,54,25,1,30,46,166,2,3,
Vimael Machin,213,32,7,0,4,25,35,1,2,
Gery Holguin,177,20,11,1,3,24,36,5,6,
Bennett Hostetler,314,35,13,0,14,38,77,5,1,
Joshua Fuentes,274,43,8,2,5,20,55,3,0,
Jared Carr,380,55,15,3,4,45,98,23,5,
Lizandro Rodriguez,486,71,17,5,7,49,108,18,11,
Joe Lampe,459,67,17,3,5,54,89,21,1,L
Dillan Shrum,358,38,12,2,13,54,115,2,2,
Clint Frazier,316,33,14,2,12,47,86,5,4,
Jose Leanez,74,14,1,0,0,3,15,8,2,
Yordany De Los Santos,231,32,10,1,2,29,71,22,4,R
Edwin Sanchez,168,18,8,0,4,30,33,7,1,
Javier Valdes,298,33,14,1,8,46,63,1,2,
Jeison Guzman,284,34,10,3,9,34,96,4,3,
Eliezel Stevens,123,18,6,1,1,10,41,2,0,
Ryan Ward,615,72,27,6,21,68,157,12,5,L
Braden Shewmake,526,64,28,3,16,39,104,27,1,L
Jesus Valdez,312,41,13,4,12,7,80,6,3,
Luis Medina,97,15,5,1,1,1,17,2,0,
Chandler Pollard,227,26,10,5,3,26,81,21,2,
Pedro Castellanos,315,50,13,0,6,12,64,1,0,
Julio Henriquez,144,23,6,0,0,13,20,4,1,
Fernando Roquez,155,21,4,0,4,26,41,2,1,
Brady Lindsly,239,35,6,0,6,30,70,4,0,
Jose Aular,90,11,6,0,1,10,15,0,0,
Mairoshendrick Martinus,170,26,6,1,3,13,65,10,1,R
Bryan Rincon,425,53,17,1,8,68,76,27,14,S
Brayan Guedez,127,18,4,2,1,20,26,9,4,
Derniche Valdez,125,13,4,2,6,15,51,4,4,R
Cody Freeman,392,50,18,2,12,31,72,6,1,
Kamren James,411,54,14,4,13,32,118,7,6,R
Pat Valaika,241,35,7,1,6,26,53,2,0,
Tyler Cropley,174,24,6,1,4,20,42,0,1,
Rubel Cespedes,476,57,26,2,13,50,101,3,1,
Willy Vasquez,472,67,11,4,16,46,109,17,9,R
Francisco Garcia,34,1,4,0,2,1,13,0,0,
Jonatan Guzman,63,11,2,0,1,1,12,3,0,
Oliver Cedeno,149,23,5,0,0,20,10,4,2,
Tucker Flint,519,61,23,4,13,67,151,4,4,
Andrew Knapp,358,48,14,2,9,38,94,3,1,
Jace Avina,399,38,22,2,14,56,118,10,3,
Brian Navarreto,301,39,14,2,7,27,64,0,0,
Luke Adams,440,47,18,3,11,76,99,30,10,R
Justin Lavey,111,19,3,1,1,7,29,6,1,
Alex Iadisernia,491,54,22,5,18,54,104,25,8,
Enmanuel Pire,90,14,2,0,1,14,16,0,1,
Jordan Brewer,302,40,12,1,8,34,76,12,4,
Mario Feliciano,206,32,12,0,0,10,30,0,0,
Branden Boissiere,359,48,16,1,6,43,72,2,0,
Luis Urias,139,18,5,0,4,19,34,1,1,
Max McDowell,287,44,4,0,6,36,70,0,2,
Tyler Whitaker,336,46,10,1,7,47,98,16,5,
Gedionne Marlin,183,26,7,3,1,18,31,10,5,
Javier Rivas,403,64,15,1,4,27,127,8,6,
Robert Moore,563,70,33,3,8,55,108,26,13,S
Juan Corniel,422,69,11,5,2,38,76,15,10,S
Newremberg Rondon,50,4,3,0,3,5,10,0,0,
Shane Muntz,252,32,11,1,6,26,66,3,1,
Carlos Herrera,51,6,4,0,0,7,15,0,0,
Jacob Berry,468,59,24,8,9,25,96,10,1,S
Alvin Guzman,407,58,12,4,9,45,154,35,5,
Rixon Wingrove,473,58,20,2,16,48,142,6,3,
Joe Gray,479,72,18,1,11,28,121,17,8,
Jordan Sprinkle,335,52,12,2,3,31,86,18,3,
Brantley Bell,108,13,9,0,1,7,36,6,3,
Logan Porter,448,59,16,0,13,60,113,1,1,
Adan Sanchez,135,24,2,0,0,19,31,1,1,
Reece Walling,133,18,4,2,2,20,47,3,0,
Angelo Hernandez,78,9,4,0,0,16,8,2,0,
Junior Garcia,137,16,7,2,1,22,26,2,0,
Hector Liriano,61,11,2,0,0,5,17,2,1,
Carlos Batista,155,20,5,2,2,27,44,30,9,
Micah Pries,464,48,27,4,14,47,101,3,4,
Peyton Graham,244,31,12,1,4,28,54,16,3,R
Yhoan Escalona,81,10,5,0,1,11,16,0,1,
Ryan McCarthy,161,18,8,4,2,18,34,5,1,
Joe Hudson,272,33,9,0,9,44,79,4,0,
Gregory Barrios,445,71,20,3,1,24,60,32,8,
Gabriel Bersing,94,12,2,1,4,12,42,4,0,
Jesse Franklin,387,46,17,1,15,32,115,21,4,L
Stephen Piscotty,206,25,10,0,6,24,38,0,0,
Luis Toribio,412,46,18,1,17,54,112,1,0,
Moises Gomez,567,66,20,3,30,39,180,5,1,R
Brendan Tinsman,125,18,4,2,1,14,39,2,0,
Eduarqui Fernandez,263,36,12,1,4,30,96,13,4,R
Heison Sanchez,146,18,7,3,0,16,35,6,2,
Hancel Almonte,143,19,5,0,4,14,50,1,1,
Miguel Villarroel,288,45,12,1,4,12,57,18,0,
Mac McCroskey,159,27,3,1,0,23,53,3,0,
Matt Gorski,461,54,20,2,20,33,116,23,4,
Laz Rivera,164,24,8,2,0,11,43,5,1,
Anyelo Marquez,173,23,8,3,0,22,29,8,7,
Alerick Soularie,270,35,5,1,11,39,75,22,5,
Andrew Miller,287,40,13,0,5,31,83,2,0,
Je'Von Ward,291,35,18,0,8,24,94,8,3,
CJ Alexander,339,33,19,1,17,30,97,4,2,
Justin Dirden,364,46,12,5,10,37,108,4,3,L
Thomas Francisco,389,57,20,1,4,24,63,3,4,
Manuel Beltre,431,57,22,0,6,48,83,12,2,R
Tyler O'Neill,31,5,1,0,0,5,7,0,0,
Esteban Quiroz,388,49,19,0,7,57,62,7,2,
Matthew Barefoot,46,3,3,0,3,7,13,1,0,
Sammy Siani,398,52,16,1,9,51,126,16,8,
Scott McKeon,245,27,16,5,3,17,89,16,0,
Johan Benitez,216,34,9,0,2,18,65,5,3,
Luis Maza,51,4,4,0,1,11,11,1,0,
Miguel Dominguez,147,18,7,0,2,24,30,0,2,
Jesus Peraza,82,11,4,0,0,12,17,1,0,
Parker Kelly,355,43,16,5,5,46,135,10,3,
Miguel Blanco,130,21,3,1,2,11,20,5,1,
Richard Meran,49,6,2,0,1,8,17,2,3,
Yonkelvin Polanco,13,2,0,0,1,0,3,0,1,
Cole Conn,32,6,0,0,0,5,7,5,1,
Darling Fernandez,29,6,0,0,0,3,3,1,1,
Kyle Henley,13,3,0,0,0,0,5,1,0,
Pablo Aliendo,375,34,23,1,16,41,114,5,0,R
Dixon Machado,321,42,9,1,7,59,51,1,0,
Dionmy Salon,280,46,8,0,2,27,68,3,4,
Ford Proctor,284,41,6,0,6,46,60,3,0,
Jhostynxon Garcia,310,37,14,6,4,37,79,9,2,R
Miguel Bleis,142,22,3,3,1,10,38,11,4,R
Carlos Cordero,150,24,3,1,1,21,31,2,0,
Mike Peabody,273,38,8,3,6,20,69,10,2,
Donny Sands,390,47,24,1,6,45,82,1,2,R
Shane Matheny,537,65,19,3,14,89,153,17,4,
Brett Phillips,264,35,5,3,6,42,87,7,3,
Arturo Guerrero,122,12,8,0,3,12,45,4,0,
Mike Salvatore,231,34,6,3,3,29,44,4,1,
Enzo Paulino,110,15,6,0,2,8,24,0,0,
Gueile Borrome,117,18,4,1,0,16,25,3,2,
Cole Gabrielson,115,13,5,2,3,7,35,3,2,
Victor Celedonio,95,12,7,0,1,5,20,2,0,
Ronal Antigua,112,16,3,0,1,18,36,3,1,
Alfredo Velasquez,95,13,5,0,2,7,16,7,0,
Victor Duarte,200,28,7,1,1,28,32,4,0,
Manuel Sequera,263,33,12,0,9,21,67,3,1,
Stanley Consuegra,409,42,16,4,23,31,113,6,2,
Freddy Guilamo,82,11,3,0,3,7,33,0,0,
Hayden Jones,76,11,3,0,3,1,25,0,0,
Jelson Coca,85,13,3,1,0,11,17,2,0,
Tyler Heineman,165,24,4,1,2,25,35,5,0,
Mike Jarvis,373,50,10,5,11,30,68,31,1,
Yoelqui Cespedes,503,69,21,1,10,45,142,16,7,R
Sandy Leon,76,9,3,0,2,14,14,0,0,
Ross Adolph,73,8,3,0,3,6,30,0,0,
Daniel Torres,139,20,5,3,0,11,47,3,3,
Rowdey Jordan,509,59,23,3,13,65,116,30,5,
Luis De Los Santos,340,39,19,1,8,39,80,4,2,
Jay Beshears,122,19,4,1,1,7,35,1,0,
Kiko Romero,132,14,7,1,3,22,41,0,0,
Chase Strumpf,434,41,17,1,21,72,140,5,2,R
Junior Franco,268,37,12,2,4,23,66,10,6,
Yeuni Munoz,106,13,8,0,1,6,40,1,0,
Renny Hidalgo,59,8,2,0,1,9,15,1,1,
Jhorvic Abreus,107,12,7,0,3,8,17,9,2,
Lucius Fox,150,25,2,0,3,15,42,1,0,
Jose Medina,164,25,4,1,0,26,36,0,2,
Daniel Montano,356,40,13,7,8,55,100,2,0,
Damon Keith,439,56,21,1,11,44,146,4,3,R
DJ Stewart,229,21,6,0,16,35,46,0,0,
Dylan Moore,44,7,1,0,0,7,12,2,1,
Taylor Jones,204,19,13,0,8,26,47,5,1,
Toby Welk,41,8,0,0,0,6,11,0,0,
Herbert Iser,78,12,1,0,3,7,20,0,0,
Rolphy Cruz,116,12,5,2,5,11,34,5,2,
Mat Nelson,413,49,10,0,21,49,109,6,0,R
Jancory De La Cruz,211,24,8,3,5,35,61,7,2,
Garret Guillemette,123,15,6,0,3,9,18,0,0,
Drew Ellis,342,33,17,0,16,48,78,3,0,
Jhailyn Ortiz,383,50,12,1,13,43,121,1,1,
Max Ferguson,379,49,17,2,5,57,108,28,4,
Jerar Encarnacion,516,55,17,1,26,78,200,6,2,
Yilber Herrera,149,12,11,2,1,30,31,10,6,
Harry Owen,75,11,2,0,0,12,16,1,0,
Jose Tovar,143,18,4,2,2,24,47,0,1,
Luke Berryhill,307,37,9,3,8,55,104,5,1,
Will Wilson,496,66,16,1,18,41,114,4,2,
John Rhodes,468,51,22,3,17,53,123,8,1,R
Darrien Miller,372,44,20,1,7,43,76,4,1,
Rafael Ortega,339,37,18,0,9,54,57,14,8,
Sandy Sanchez,118,16,5,2,0,16,26,7,1,
Manuel German,114,19,2,0,2,5,28,0,0,
Connor Kokx,390,53,18,0,3,47,88,29,5,
Marvin Alcantara,259,41,8,0,2,30,62,12,5,R
Lewin De La Cruz,172,18,5,3,2,46,35,13,10,
Johan Barrios,145,24,3,0,1,20,50,4,1,
Simon Reid,143,15,11,0,2,18,53,0,0,
Dalton Rushing,381,32,18,1,15,72,93,1,0,L
Luca Tresh,380,53,11,2,10,43,72,1,1,
Anderson De Los Santos,419,58,20,2,6,31,104,10,10,
Errol Robinson,291,47,8,1,2,31,79,9,2,
Alex Hall,322,37,15,0,11,39,72,0,0,
Michael Siani,493,64,17,3,9,76,117,23,4,L
Tucker Barnhart,27,4,1,0,0,5,10,0,0,
Seby Zavala,24,4,0,0,1,2,5,0,0,
Avisail Garcia,53,3,3,0,4,8,16,0,0,
Marcos Gonzalez,78,10,5,0,0,6,15,0,0,
Quincy Nieporte,27,5,0,0,0,4,6,0,0,
Jose Colmenares,79,8,4,0,3,8,15,0,1,
Ewry Espinal,83,13,2,0,0,15,27,8,1,
Shane McGuire,396,57,13,1,4,55,87,3,2,
Henry Ramos,196,24,9,4,3,16,49,11,2,
Omar Moya,47,6,3,0,1,2,9,0,0,
Pres Cavenaugh,266,33,10,3,4,37,60,15,2,
Jack Pineda,288,38,15,0,2,41,74,16,3,
Yirer Garcia,186,30,2,2,1,28,21,5,1,
Joswuill Rondon,185,25,7,1,2,14,31,10,5,
Nick Schnell,391,40,18,3,16,43,135,4,1,
Carlos Dominguez,188,23,5,2,7,17,62,6,3,R
Grant Lavigne,534,62,19,3,17,77,142,4,2,
Jake DeLeo,159,20,6,2,4,14,41,14,0,
Ghordy Santos,303,33,10,4,12,40,112,8,5,
Elijah Dunham,554,65,25,2,16,67,151,35,7,L
Yassel Pino,355,44,19,2,6,37,65,3,0,
Alfredo Rodriguez,123,17,1,2,2,21,37,0,2,
Sheng-Ping Chen,313,44,9,2,6,39,80,5,2,
John Santana,91,5,5,3,4,13,35,2,0,
Jeremy Almonte,84,14,2,0,1,6,10,0,1,
Ismel Diaz,94,14,3,0,0,19,25,1,1,
Lolo Sanchez,332,47,11,0,5,41,48,6,4,
Samuel Parra,64,7,2,1,2,10,20,2,0,
Grant Richardson,365,45,7,2,18,40,114,19,3,
Claudio Simon,120,20,3,1,0,11,37,16,4,
Ben Metzinger,375,52,15,0,5,55,119,1,0,R
Stevie Berman,132,20,2,0,2,23,28,0,0,
Pedro Martinez,214,31,6,1,5,20,62,8,1,
Danyer Cueva,411,63,15,4,4,21,137,9,4,
Adan Chacon,172,22,7,0,2,29,40,0,0,
Giullianno Allende,101,14,4,0,1,14,32,10,2,
Evan Mendoza,124,23,1,0,2,8,24,5,0,
J.T. Arruda,458,62,14,3,6,74,118,31,8,
James Parker,302,30,13,1,15,39,117,3,2,
Kevin Kilpatrick,551,73,21,7,5,68,140,32,5,R
Johnathon Thomas,385,58,11,0,4,35,93,65,12,
Jose Briceno,189,27,4,0,9,10,44,0,0,
Rowdy Tellez,34,4,2,0,1,3,7,0,0,
Victor Diaz,106,10,6,0,5,9,27,2,0,
Jimmy Govern,241,36,7,2,4,15,44,3,1,
Daniel Ferreira,40,5,2,0,0,8,12,0,2,
Osmy Gregorio,273,45,5,3,3,19,57,7,4,
Andy Thomas,448,58,16,1,11,56,107,5,1,
Josh Morgan,323,42,13,1,9,27,80,2,1,
Jhoneiker Betancourt,275,31,10,0,10,28,64,0,0,
Kameron Misner,519,44,25,5,21,91,186,21,6,L
Keiberg Camacaro,198,21,8,4,4,23,60,11,6,
Vincent Perozo,342,39,18,2,8,32,103,1,1,L
Casey Martin,444,59,17,3,11,39,138,22,6,
Jake Gelof,154,13,9,2,6,20,46,4,1,R
Yenci Pena,119,16,5,1,1,14,31,5,1,
Tommy Sacco,418,49,16,1,12,66,102,16,8,
Brayan Buelvas,441,51,19,5,12,45,110,31,4,R
Jordan McCants,483,78,12,4,2,48,131,36,4,
Chase Estep,316,44,15,2,3,28,80,5,2,
Arnaldo Montano,88,11,4,0,1,16,23,0,1,
Austin Allen,366,34,15,1,23,36,84,0,0,
Kale Emshoff,364,44,17,2,10,32,94,2,1,
Ryan Kreidler,265,29,9,0,12,37,73,12,4,R
Moises Castillo,424,63,16,0,5,43,76,3,2,
Andy Garriola,416,51,23,0,12,19,82,11,3,
Oswaldo Cabrera,46,6,1,0,2,5,9,2,1,
Jose Acosta,178,18,10,3,5,10,45,5,5,
Niko Decolati,304,40,10,1,3,49,78,12,4,
Raynerd Ortega,194,28,6,0,2,24,30,6,4,
Jake Palmer,107,14,3,1,0,21,7,0,1,
Edwardo Espinal,94,13,5,0,0,9,29,11,1,
Jackson Feltner,95,12,5,0,1,11,29,0,0,
George Wolkow,51,7,1,0,1,9,17,2,0,L
Chase Luttrell,381,48,20,1,7,30,78,8,7,
Ruben Vizcaya,155,17,7,3,2,24,38,22,1,
Anthuan Valencia,153,25,4,0,0,17,37,6,3,
Branden Fryman,191,26,8,3,3,7,49,4,2,
Ian Lewis,477,65,19,6,5,44,98,33,10,S
Aldenis Sanchez,269,35,10,4,4,25,72,14,7,
Ivan Johnson,386,41,19,1,14,35,103,20,2,
Nasim Nunez,585,92,11,2,5,87,107,52,7,S
Dauri Lorenzo,273,46,6,0,3,25,58,1,1,
John McHenry,186,27,3,0,3,32,34,5,2,
Jesus Mujica,115,15,4,2,1,12,40,2,6,
TT Bowens,231,29,9,0,8,24,75,0,0,
Antony Peguero,180,28,5,2,0,17,42,6,3,R
Victor Rodriguez,175,21,6,4,4,11,50,11,6,
Cade Fergus,314,30,15,2,12,37,116,14,3,
Juan Jerez,139,14,7,1,2,26,38,16,4,
Claudio Evangelista,121,18,5,1,0,11,36,1,0,
Brennan Orf,148,16,7,1,0,36,39,1,0,
Ernie Yake,191,22,8,2,5,24,29,5,2,
Pedro Pineda,256,39,7,2,2,24,85,19,5,
Nick Senzel,70,8,3,1,1,9,15,4,0,
Richi Gonzalez,74,8,4,0,1,12,17,0,2,
David Smith,75,12,0,0,1,11,16,5,0,
Yerlin Luis,186,22,3,3,0,54,42,15,4,L
Pablo Guerrero,155,19,5,0,4,23,34,1,4,
Marcos Torres,242,25,7,6,7,30,66,23,6,
Jackson Castillo,85,12,1,1,1,16,26,2,0,
Yanki Baptiste,103,7,2,4,4,23,36,6,1,
Ricardo Hurtado,93,9,4,1,3,9,25,1,0,
Rikuu Nishida,91,15,0,2,0,8,9,6,2,
Brenny Escanio,476,71,10,5,3,68,119,21,6,
Douglas Glod,207,20,9,2,5,38,64,6,3,R
Yamal Encarnacion,100,18,1,0,0,9,20,6,2,
Max Clark,107,11,5,1,2,21,25,5,1,L
Felix Valerio,290,41,10,2,6,19,54,7,5,
Eliesbert Alejos,202,35,4,1,0,15,30,6,5,
Jose De Jesus,220,27,10,3,2,29,62,12,6,
Darlyn De Leon,120,17,0,4,0,17,24,11,4,
Sonny DiChiara,330,42,13,0,8,38,114,0,0,
Cristian Hernandez,431,67,12,3,4,39,118,27,5,R
John Garcia,382,47,17,1,4,44,92,8,6,
Jud Fabian,525,52,19,1,24,81,169,31,8,R
Luis Santos,136,19,3,2,1,21,33,10,4,
Erbin Jaque,135,15,5,2,3,16,47,19,8,
Nick Gile,136,11,7,2,5,19,37,2,0,
Onix Vega,280,41,9,1,1,35,47,2,1,
Carter Aldrete,409,49,21,0,13,31,108,2,1,
Julio E. Rodriguez,296,37,5,0,16,30,85,0,0,
Marco Luciano,320,31,14,0,15,46,100,6,0,R
Ronny Polanco,302,43,9,1,7,24,77,3,0,
David Garcia,175,24,4,1,2,26,50,3,0,
Jayden Felicia,184,23,7,1,0,42,45,8,5,
Brandon Hernandez,172,27,6,0,0,22,42,0,2,
Alex Binelas,328,30,18,2,16,30,115,13,2,
Noah Miller,526,70,20,5,8,58,108,12,3,S
Carlos Aguiar,206,22,5,6,8,17,65,5,2,
L.J. Jones,279,38,11,0,8,18,49,0,1,
Aaron Shackelford,425,45,17,3,14,59,123,8,1,
Daniel Vazquez,471,70,15,1,3,62,107,32,10,R
Delino DeShields,50,10,0,0,0,5,8,3,2,
Michael Hermosillo,234,28,5,0,13,15,55,8,2,
Ryan Mountcastle,58,10,1,0,1,4,17,0,0,
Jeter Downs,223,23,13,1,3,37,57,11,3,
Josh Harrison,31,4,1,0,1,3,9,0,0,
Nerwilian Cedeno,289,34,12,3,7,31,81,8,6,
Jesus Ordonez,183,26,9,0,1,15,38,0,0,
Luis Suero,40,7,0,1,0,2,8,0,1,
Junior Lara,28,6,0,0,0,0,6,4,2,
Keiderson Pavon,193,24,9,1,0,36,26,13,3,
Oscar Cedeno,91,12,3,1,2,6,18,2,3,
Eddy Isturiz,41,0,4,0,2,13,11,1,1,
Daniel Familia,34,2,2,1,1,5,9,0,0,
Brenden Dixon,274,26,10,2,12,40,81,1,3,
Jarrett Gonzales,10,1,1,0,0,0,3,0,0,
Yendry Rojas,173,24,3,2,1,30,38,9,0,
Junior Quezada,115,19,1,1,1,11,26,6,2,
Joshua Leito,40,5,0,0,1,13,8,1,2,
Jalen Battles,340,54,7,1,6,27,96,6,8,
Arnaldo Lantigua,119,11,4,0,7,18,26,4,2,R
Diorky Ortiz,81,12,3,0,1,6,13,5,5,
Luis Puello,113,15,3,2,0,17,28,6,2,
Robert Brooks,21,4,0,0,0,3,6,0,0,
Jose Castro,146,19,5,0,2,15,49,18,3,
Eriandys Ramon,111,12,5,2,1,15,21,3,1,
Nehomar Ochoa,42,3,2,0,3,3,7,1,0,
Roberto Alvarez,76,15,0,0,1,2,22,0,0,
Shervyen Newton,366,37,17,3,15,37,119,3,1,
Will Matthiessen,400,48,15,2,12,43,125,1,0,
T.J. Rumfield,366,36,16,0,17,40,77,8,3,L
Geovanny Planchart,317,40,15,1,3,47,69,4,1,
Ben Sems,286,44,9,0,0,32,66,11,5,
Dalvy Rosario,422,65,11,1,7,31,118,20,7,
Yonatan Henriquez,173,22,8,0,1,29,34,7,6,
Franyer Noria,153,21,7,1,0,14,15,6,4,
Andrew Moritz,139,21,3,2,1,14,31,3,2,
Moises Semerite,150,17,8,2,0,23,51,9,4,
Paul Witt,265,28,13,1,10,22,47,1,1,
Yeniel Laboy,277,39,8,1,2,41,57,6,0,
Dauwin Gonzalez,138,19,4,0,2,21,34,6,2,
Logan Cerny,360,47,10,1,13,31,128,20,4,
Colin Simpson,236,24,16,0,6,27,72,0,0,
Andrick Nava,246,33,10,0,3,34,45,0,1,
Randy Florentino,216,31,7,0,4,20,33,3,1,
Wueslly Lespe,132,18,2,0,1,34,40,4,1,
Luis Rodriguez,107,12,9,0,0,9,32,0,1,
Rafael Martinez,111,16,5,0,0,11,23,3,4,
Alex Ramirez,521,72,21,1,7,56,114,21,6,R
Carson Taylor,281,39,5,1,10,31,64,1,0,
Will Frizzell,395,45,13,2,10,68,101,1,0,
Tristen Lutz,187,22,6,0,6,27,65,0,1,
Anthony Rodriguez,238,32,12,1,4,13,84,5,2,
Mason McCoy,487,56,21,3,12,59,146,25,2,
Cristian Pache,83,12,2,0,1,14,23,4,1,
Aaron Sabato,319,28,19,1,12,42,103,2,2,
Roger Leyton,309,49,8,0,3,22,82,11,4,
Gavin Conticello,466,47,23,3,17,46,106,12,5,
Raimundo De Los Santos,162,28,2,0,0,23,37,12,1,
Isaiah Drake,77,13,0,2,0,8,29,9,2,
Robert Hassell,545,76,16,2,9,68,161,15,5,L
Lexer Saduy,309,39,14,2,3,34,90,14,5,
Adeiny Hechavarria,141,14,8,0,6,12,32,0,0,
Michael Guldberg,138,20,5,1,2,8,31,3,0,
Creed Willems,431,51,14,0,17,46,115,2,1,
Daniel Robertson,211,29,6,1,3,24,37,0,0,
David Hensley,293,34,10,2,6,54,82,9,3,
Julian Escobedo,135,13,10,0,3,12,36,6,1,
Elian Cortorreal,82,9,3,0,1,20,15,3,1,
Paulo Asprilla,71,13,0,0,0,10,19,0,0,
Abraham Almonte,208,22,2,0,13,38,53,3,0,
Cristian Lopez,193,25,9,3,0,18,53,11,3,
George Valera,338,35,14,1,11,54,90,3,2,L
Andres Centeno,136,19,2,1,2,24,50,4,2,
JJ Schwarz,307,40,11,0,8,38,79,0,2,
Josh Bissonette,184,28,5,1,1,23,34,0,2,
Breyias Dean,200,22,9,1,3,22,59,4,3,
Chad Stevens,495,53,19,5,15,61,176,23,7,
Yiddi Cappe,536,79,26,2,5,18,102,18,9,R
Victor Gonzalez,111,15,4,1,2,3,40,3,2,
Hyungchan Um,59,8,2,0,1,7,15,1,0,
Dakota Harris,115,14,7,0,1,8,26,4,0,
Nadir Lewis,55,7,2,1,1,4,19,2,0,
Parker Bates,320,51,7,2,2,28,71,9,7,
Luis Guerra,153,20,8,0,1,20,28,1,1,
Gleider Figuereo,450,64,14,0,9,42,132,8,3,
Simon Juan,147,22,5,0,2,12,39,1,2,
Pedro Tovar,156,21,7,1,0,20,41,9,3,
Jose Paulino,160,24,3,1,1,22,57,8,7,
Jhonkensy Noel,585,64,23,0,27,49,145,1,3,R
Yosmi Fernandez,112,16,1,0,1,23,34,3,4,
Wyatt Young,569,86,16,1,5,68,115,16,3,
Rosman Verdugo,472,53,31,3,3,46,124,15,8,R
Alex Castillo,89,14,1,1,2,5,35,3,2,
Wilson Rodriguez,50,4,3,0,2,8,13,0,1,
Levi Jordan,289,37,11,2,2,41,58,14,1,
Lucas Dunn,499,65,17,3,8,57,127,19,7,
Anthony Vilar,288,31,11,1,7,54,86,2,3,
Dariel Gomez,137,15,6,0,4,23,51,0,0,
LJ Talley,220,29,7,1,4,32,43,5,1,
Kyle Schmidt,174,23,6,1,2,21,29,1,1,
Edison Vivas,85,14,2,0,0,8,23,3,0,
Carlos Monteverde,209,25,12,0,2,25,45,5,2,
